45.310168	48.571456	Breathe
49.530719	52.613544	Breathe
52.613544	55.388087	Breathe
55.388087	58.505165000000005	Breathe
58.505165000000005	61.03993199999999	Breathe
61.176947	63.814475	Breathe
63.814475	66.48625600000001	Breathe
66.48625600000001	68.88400899999999	Breathe
68.88400899999999	71.530927	Breathe
94.42719699999999	97.07431600000001	Breathe
97.07431600000001	99.663965	Breathe
99.663965	102.309911	Breathe
102.309911	104.111406	Breathe
109.36576699999999	111.392449	Breathe
111.392449	113.66308400000001	Breathe
113.66308400000001	115.80235900000001	Breathe
115.80235900000001	117.697682	Breathe
117.697682	119.855723	Breathe
119.855723	121.61968700000001	Breathe
