78.144476	81.853893	Breathe
81.853893	84.151009	Breathe
89.630055	91.620889	Breathe
92.293008	94.42719699999999	Breathe
94.42719699999999	97.07431600000001	Breathe
97.07431600000001	99.663965	Breathe
99.663965	102.309911	Breathe
102.309911	104.111406	Breathe
107.16470600000001	109.36576699999999	Breathe
109.36576699999999	111.392449	Breathe
111.392449	113.66308400000001	Breathe
113.66308400000001	115.80235900000001	Breathe
115.80235900000001	117.697682	Breathe
117.697682	119.855723	Breathe
119.855723	121.61968700000001	Breathe
